ID;фамилия;имя;отчество;пол;дата рождения;номер полиса ОМС;СНИЛС ВРАЧА;ISHL;ISHOB
167661078;ИваОЛИНА;ИваИЯ;ИваГЕЕВНА;Ж;01.11.2019;1234567786000720;070-248-074 37;301;301
167661079;ИваОЛИН;ИваГЕЙ;ИваГЕЕВИЧ;М;01.05.2018;1234567720001386;070-248-074 37;301;301
167661080;ИваОМЦЕВА;ИваБЕЛЛА;ИваКСАНДРОВНА;Ж;01.09.2014;1234567783000538;158-535-179 95;301;301
167661081;ИваЛОВА;ИваИЯ;ИваТРИЕВНА;Ж;01.01.2017;1234567772000860;158-535-179 95;301;301
167661082;ИваЕВ;ИваЁМ;ИваИБДЖОНОВИЧ;М;01.04.2021;1234567735000503;010-219-152 76;306;314
167661083;ИваОШНИКОВА;ИваСТИНА;ИваАЙЛОВНА;Ж;01.08.2007;1234567780000284;158-535-179 95;301;301
167661084;ИваАНОВА;ИваНИЯ;ИваИТИЧНА;Ж;01.10.2023;1234567790000063;011-478-976 52;306;314
167661085;ИваАЛИНА;ИваЬЯ;ИваРЕЕВНА;Ж;01.07.2007;1234567790000293;066-151-089 49;303;304
167661086;ИваШКО;ИваЕНИЯ;ИваРЕВНА;Ж;01.11.2010;1234567784000319;177-323-114 62;306;314
167661087;ИваКОВ;ИваДИСЛАВ;ИваТРИЕВИЧ;М;01.08.2014;1234567723000293;195-563-071 01;301;301
167661088;ИваОМИН;ИваДИСЛАВ;ИваУРОВИЧ;М;01.10.2007;1234567723000704;006-155-925 28;301;301
167661089;ИваИНОГЕНОВ;ИваАИЛ;ИваНОВИЧ;М;01.12.2013;1234567718000082;010-219-152 76;306;314
167661090;ИваОРЕНКО;ИваИНА;ИваСИМОВНА;Ж;01.02.2008;1234567782000316;047-917-971 08;306;314
167661091;ИваНАСЬЕВ;ИваИЛА;ИваТРИЕВИЧ;М;01.08.2006;1234567733000144;047-917-971 08;303;304
167661092;ИваАНАДЗЕ;ИваАН;ИваАДОВИЧ;М;01.05.2017;1234567739000445;010-219-152 76;306;314
167661093;ИваОЙЛЕНКО;ИваКСАНДР;ИваЕРЬЕВИЧ;М;01.05.2016;1234567722000251;158-535-179 95;301;301
167661094;ИваРЕТДИНОВА;ИваЛИЯ;ИваДУСОВНА;Ж;01.12.2015;1234567780000492;158-535-179 95;301;301
167661095;ИваАВЬЕВ;ИваК;ИваЕЛЬЕВИЧ;М;01.10.2017;1234567737000592;047-917-971 08;306;314
167661096;ИваАЧ;ИваАНА;ИваЕНЬЕВНА;Ж;01.01.2015;1234567794000045;159-520-309 69;303;304
167661097;ИваОФЕЕВ;ИваК;ИваКСАНДРОВИЧ;М;01.04.2018;1234567747000127;010-219-152 76;306;314
167661098;ИваАЧ;Ива;ИваЕНЬЕВНА;Ж;01.07.0117;1234567779000150;159-520-309 69;306;314
167661099;ИваЧЕНИ;ИваСТАНТИН;ИваРЕЕВИЧ;М;01.07.2017;1234567746000039;158-535-179 95;301;301
167661100;ИваАМЕНКО;ИваА;ИваНОВНА;Ж;01.06.2001;1234567792000175;158-535-179 95;303;304
167661101;ИваЧЕНИ;ИваСТАНТИН;ИваРЕЕВИЧ;М;01.07.2017;1234567746000039;047-917-971 08;301;301
167661102;ИваАПЕТЯН;ИваНИ;ИваЕНОВИЧ;М;01.07.2019;1234567746001101;070-248-074 37;301;301
167661103;ИваАНСКАЯ;ИваА;ИваКСЕЕВНА;Ж;01.08.2013;1234567781000065;036-590-949 84;306;314
167661104;ИваБЕНКО;ИваЯ;ИваГЕЕВИЧ;М;01.09.2018;1234567737000773;036-590-949 84;306;314
167661105;ИваХОДИМ;ИваОФЕЙ;ИваНОВИЧ;М;01.12.2014;1234567720000489;112-114-169 82;301;301
167661106;ИваКУТОВА;ИваКСАНДРА;ИваЕНЬЕВНА;Ж;01.11.2014;1234567774000418;112-114-169 82;301;301
167661107;ИваИКОВ;ИваИТА;ИваЕНЬЕВИЧ;М;01.04.2001;1234567735000227;195-563-071 01;306;314
167661108;ИваРОБОВА;ИваЬЯ;ИваОЛАЕВНА;Ж;01.09.0116;1234567779000208;070-248-074 37;303;304
167661109;ИваТЕЧЕВ;ИваИТА;ИваИСОВИЧ;М;01.09.2018;1234567748000037;066-151-089 49;303;304
167661110;ИваНАЯ;ИваТА;ИваГЕЕВНА;Ж;01.09.2008;1234567773000462;195-563-071 01;301;301
167661111;ИваЬМИНА;ИваНА;ИваИМОВНА;Ж;01.03.2008;1234567788000488;070-248-074 37;301;301
167661112;ИваРАФОВА;ИваА;ИваТРИЕВНА;Ж;01.01.2013;1234567790000066;159-520-309 69;303;304
167661113;ИваЯЕВА;ИваИЯ;ИваИСОВНА;Ж;01.09.2016;1234567797000468;159-520-309 69;306;314
167661114;ИваЕВА;ИваАНА;ИваКСАНДРОВНА;Ж;01.09.2008;1234567781000310;070-248-074 37;303;304
167661115;ИваТЕРОВ;ИваМЕНТ;ИваЕВИЧ;М;01.02.2019;1234567745000810;159-520-309 69;303;304
167661116;ИваАЧЕВ;ИваАН;ИваНАДЬЕВИЧ;М;01.07.2019;1234567731000064;011-478-976 52;306;314
167661117;ИваЕПАНОВ;ИваИЛ;ИваИЛЬЕВИЧ;М;01.01.0109;1234567729000553;006-155-925 28;303;304
167661118;ИваРОХОД;ИваИТА;ИваИСОВИЧ;М;01.05.2014;1234567733000658;195-563-071 01;306;314
167661119;ИваАШНИКОВА;ИваСТАСИЯ;ИваГЕЕВНА;Ж;01.03.2009;1234567775000235;047-917-971 08;301;301
167661120;ИваДАСАРЬЯНЦ;ИваЛАН;ИваАНОВИЧ;М;01.02.2014;1234567742000572;158-535-179 95;301;301
167661121;ИваКАЕВА;ИваЛИНА;ИваНИСЛАВОВНА;Ж;01.03.2007;1234567791000196;159-520-309 69;306;314
167661122;ИваЯХИТДИНОВ;ИваК;ИваОНОВИЧ;М;01.01.2018;1234567739000244;010-219-152 76;303;304
167661123;ИваЕТКИНА;ИваА;ИваДИМИРОВНА;Ж;01.07.2019;1234567796000565;010-219-152 76;303;304
167661124;ИваЛЮЕВА;ИваИНА;ИваГЕЕВНА;Ж;01.11.2007;1234567786000154;158-535-179 95;301;301
167661125;ИваЕЙНОВА;ИваА;ИваЕНОВНА;Ж;01.10.2014;1234567783000366;047-917-971 08;301;301
167661126;ИваРИКОВ;ИваИТА;ИваГОВИЧ;М;01.10.2019;1234567740000037;140-848-794 83;306;314
167661127;ИваАНОВ;ИваКСАНДР;ИваРЕЕВИЧ;М;01.12.2019;1234567724000940;140-848-794 83;306;314
167661128;ИваАНОВА;ИваЛЕТТА;ИваРЕЕВНА;Ж;01.12.2019;1234567774000725;140-848-794 83;306;314
167661129;ИваНЕЦКИЙ;ИваСИМ;ИваКСАНДРОВИЧ;М;01.02.2019;1234567722000494;140-848-794 83;306;314
167661130;ИваТЮНЯН;ИваЁМ;ИваЕНОВИЧ;М;01.10.2019;1234567747000990;140-848-794 83;306;314
167661131;ИваОУСОВА;ИваОНИКА;ИваРЕЕВНА;Ж;01.05.2019;1234567781000172;140-848-794 83;306;314
167661132;ИваГЛОВА;ИваЗАВЕТА;ИваОЛАЕВНА;Ж;01.03.2018;1234567786000012;177-323-114 62;306;314
167661133;ИваЕНЧАНОВА;ИваИНА;ИваТОРОВНА;Ж;01.01.2013;1234567789000715;047-917-971 08;303;304
167661134;ИваАКОВА;ИваЯ;ИваГЕЕВНА;Ж;01.09.2007;1234567774000608;010-219-152 76;303;304
167661135;ИваГЛОВА;ИваЗАВЕТА;ИваОЛАЕВНА;Ж;01.03.2018;1234567786000012;036-590-949 84;306;314
167661136;ИваГАПСОВ;ИваАЗАН;ИваУЛОВИЧ;М;01.02.2017;1234567741000156;112-114-169 82;301;301
167661137;ИваЁБШОИ;ИваАММАД;ИваЛАТШОЕВИЧ;М;01.01.2024;1234567732000822;011-478-976 52;306;314
167661138;ИваЛОВ;ИваТРИЙ;ИваНОВИЧ;М;01.11.2013;1234567747000056;011-478-976 52;306;314
167661139;ИваОБЦОВ;ИваЯ;ИваАНОВИЧ;М;01.01.2024;1234567744000232;011-478-976 52;306;314
167661140;ИваАСЕНКО;ИваДИМИР;ИваОЛАЕВИЧ;М;01.11.2023;1234567731000187;011-478-976 52;306;314
167661141;ИваГИНА;ИваИНА;ИваЛАНОВНА;Ж;01.12.2006;1234567782000866;195-563-071 01;301;301
167661142;ИваИТОНОВ;ИваЯ;ИваЕРЬЕВИЧ;М;01.04.2013;1234567727000266;036-590-949 84;306;314
167661143;ИваОНОВА;ИваНА;ИваЕНЬЕВНА;Ж;01.02.2013;1234567771000889;112-114-169 82;301;301
167661144;ИваИБЯН;ИваАИЛ;ИваЕНОВИЧ;М;01.01.2001;1234567737000327;177-323-114 62;303;304
167661145;ИваЕВЕНЕЦ;ИваМИЛА;ИваТОРОВНА;Ж;01.04.2011;1234567792000197;112-114-169 82;301;301
167661146;ИваТИСЯН;ИваИНЕ;ИваМОВНА;Ж;01.12.2010;1234567781000602;070-248-074 37;301;301
167661147;ИваНОВА;ИваЬЯ;ИваЕНЬЕВНА;Ж;01.09.2011;1234567777000052;070-248-074 37;301;301
167661148;ИваШИНА;ИваИНА;ИваЛАНОВНА;Ж;01.03.2007;1234567797000144;010-219-152 76;301;301
167661149;ИваАПЕТЬЯН;ИваИЯ;ИваАРДОВНА;Ж;01.02.2011;1234567780000595;036-590-949 84;306;314
167661150;ИваДЕЦКАЯ;ИваОНИКА;ИваДИМИРОВНА;Ж;01.03.2009;1234567776000026;195-563-071 01;301;301
167661151;ИваОГУБОВА;ИваСТАСИЯ;ИваТОРОВНА;Ж;01.06.2020;1234567788000665;010-219-152 76;303;304
167661152;ИваКОВА;ИваИЛИСА;ИваГОВНА;Ж;01.12.2014;1234567794000021;047-917-971 08;306;314
167661153;ИваУРМЕСОВ;ИваРГИЙ;ИваНИСЛАВОВИЧ;М;01.10.2017;1234567745000077;010-219-152 76;303;304
167661154;ИваИЙ;ИваИваА;ИваЛОВНА;Ж;01.01.2017;1234567793000592;158-535-179 95;301;301
167661155;ИваПОВ;ИваЁМ;ИваАТОВИЧ;М;01.05.0113;1234567729000401;010-219-152 76;306;314
167661156;ИваЬЯНЕНКО;ИваН;ИваКСЕЕВИЧ;М;01.03.0114;1234567729000281;047-917-971 08;306;314
167661157;ИваЕЛОВ;ИваТРИЙ;ИваРОВИЧ;М;01.06.2014;1234567744000296;010-219-152 76;303;304
167661158;ИваОШЕВ;ИваЕНИЙ;ИваКСАНДРОВИЧ;М;01.08.2021;1234567725000301;010-219-152 76;306;314
167661159;ИваФИЕВА;ИваМИЛА;ИваЛАНОВНА;Ж;01.11.2015;1234567790000775;177-323-114 62;303;304
167661160;ИваАЗКИНА;ИваСТИНА;ИваРГИЕВНА;Ж;01.03.2011;1234567798000089;010-219-152 76;303;304
167661161;ИваСКУНОВ;ИваНИД;ИваГЕЕВИЧ;М;01.11.2018;1234567723000309;010-219-152 76;306;314
167661162;ИваОУСОВА;ИваОНИКА;ИваРЕЕВНА;Ж;01.05.2019;1234567781000172;066-151-089 49;306;314
167661163;ИваЕЩАКА;ИваИЛЛ;ИваЕНЬЕВИЧ;М;01.12.2015;1234567726000924;010-219-152 76;306;314
167661164;ИваЕЛЯВЫЙ;ИваТИСЛАВ;ИваТОРОВИЧ;М;01.10.2011;1234567746000267;158-535-179 95;301;301
167661165;ИваЕС;ИваР;ИваЛЬ МАХЕР САБЕТ;М;01.03.2019;1234567735000670;036-590-949 84;306;314
167661166;ИваОВА;Ива;ИваТРИЕВНА;Ж;01.03.2018;1234567778000678;036-590-949 84;306;314
167661167;ИваИЯКОВ;ИваИТА;ИваТОЛЬЕВИЧ;М;01.05.2010;1234567740000215;010-219-152 76;303;304
167661168;ИваАРЕВА;ИваИНА;ИваРОВНА;Ж;01.05.2010;1234567793000763;158-535-179 95;301;301
167661169;ИваЯКОВА;ИваЛИНА;ИваЛАНОВНА;Ж;01.06.2017;1234567778000241;036-590-949 84;306;314
167661170;ИваАРЕВА;ИваИНА;ИваРОВНА;Ж;01.05.2010;1234567793000763;047-917-971 08;301;301
167661171;ИваРОВА;ИваОСЛАВА;ИваЕРЬЕВНА;Ж;01.03.2021;1234567787000057;159-520-309 69;306;314
167661172;ИваЯКОВА;ИваЛИНА;ИваЛАНОВНА;Ж;01.06.2017;1234567778000241;159-520-309 69;306;314
167661173;ИваНИЯ;ИваСТАСИЯ;ИваАЛЬЕВНА;Ж;01.06.2007;1234567781000087;159-520-309 69;306;314
167661174;ИваВЧЕНКО;ИваТРИЙ;ИваИСОВИЧ;М;01.07.2018;1234567724000594;036-590-949 84;306;314
167661175;ИваРОВА;ИваТОРИЯ;ИваГЕЕВНА;Ж;01.03.2018;1234567798000815;036-590-949 84;306;314
167661176;ИваЕНСКАЯ;ИваИНА;ИваСИМОВНА;Ж;01.06.2018;1234567795000191;036-590-949 84;306;314
167661177;ИваЧКОВ;ИваИЛЛ;ИваИИЛОВИЧ;М;01.01.2001;1234567731001019;036-590-949 84;306;314
167661178;ИваЧКОВ;ИваСЛАВ;ИваИИЛОВИЧ;М;01.01.2001;1234567731001027;036-590-949 84;306;314
167661179;ИваЕВАЯ;ИваОНИКА;ИваКСЕЕВНА;Ж;01.11.2017;1234567775000554;159-520-309 69;306;314
167661180;ИваАСЬ;ИваОФЕЙ;ИваРЕЕВИЧ;М;01.05.2018;1234567723000221;036-590-949 84;306;314
167661181;ИваЯНСКАЯ;ИваИЯ;ИваНОВНА;Ж;01.06.2014;1234567790000186;047-917-971 08;306;314
167661182;ИваУТЬЕВ;ИваГОРИЙ;ИваГЕЕВИЧ;М;01.02.2019;1234567735000035;070-248-074 37;301;301
167661183;ИваАРЬ;ИваНА;ИваНОВНА;Ж;01.06.2009;1234567785000111;070-248-074 37;306;314
167661184;ИваОБРОВА;ИваНА;ИваДИСЛАВОВНА;Ж;01.05.2006;1234567790000017;070-248-074 37;303;304
167661185;ИваАРЕВ;ИваСИМ;ИваГИЕВИЧ;М;01.12.2015;1234567738000110;112-114-169 82;301;301
167661186;ИваМПФ;Ива;ИваКСАНДРОВНА;Ж;01.12.2016;1234567781000472;112-114-169 82;301;301
167661187;ИваОВ;ИваКСАНДР;ИваНОВИЧ;М;01.05.2018;1234567745000738;070-248-074 37;301;301
167661188;ИваНИН;ИваЯ;ИваТРИЕВИЧ;М;01.11.2009;1234567719000507;112-114-169 82;301;301
167661189;ИваВИНКО;ИваЯ;ИваИСОВИЧ;М;01.07.2018;1234567728000094;066-151-089 49;301;301
167661190;ИваУК;ИваДИМИР;ИваГОВИЧ;М;01.05.2016;1234567724000025;066-151-089 49;301;301
167661191;ИваОНОВА;ИваНИЯ;ИваЕНЬЕВНА;Ж;01.10.2015;1234567795000422;112-114-169 82;301;301
167661192;ИваИКАЕВ;ИваАИЛ;ИваЕНЬЕВИЧ;М;01.11.0117;1234567729000076;177-323-114 62;306;314
167661193;ИваИНСКАЯ;Ива;ИваЕРЬЕВНА;Ж;01.01.2001;1234567792000322;177-323-114 62;306;314
167661194;ИваАРЕНКО;ИваНА;ИваГОРЬЕВНА;Ж;01.08.2015;1234567790000473;177-323-114 62;303;304
167661195;ИваБИНА;ИваИНЬЯ;ИваИСОВНА;Ж;01.10.2017;1234567785000027;047-917-971 08;306;314
167661196;ИваМАЧЕВ;ИваР;ИваАЛЬЕВИЧ;М;01.05.2009;1234567720000480;010-219-152 76;306;314
167661197;ИваИЦЫНА;ИваИЯ;ИваТРИЕВНА;Ж;01.03.2016;1234567788000114;047-917-971 08;306;314
167661198;ИваВЕНОК;ИваЬЯ;ИваСИМОВНА;Ж;01.01.2016;1234567791001118;010-219-152 76;306;314
167661199;ИваЕНТЬЕВА;ИваИНА;ИваИСОВНА;Ж;01.01.2016;1234567771000478;159-520-309 69;303;304
167661200;ИваОНКОВ;ИваИТА;ИваРЕВИЧ;М;01.08.2016;1234567720000991;158-535-179 95;301;301
167661201;ИваМИН;ИваИЛ;ИваИТИЧ;М;01.01.2001;1234567725000722;011-478-976 52;306;314
167661202;ИваСИН;ИваАР;ИваТРИЕВИЧ;М;01.02.2024;1234567730000619;011-478-976 52;306;314
167661203;ИваИНА;ИваИНИКА;ИваАНОВНА;Ж;01.03.2022;1234567788000317;010-219-152 76;306;314
167661204;ИваНЗИНА;ИваЕНА;ИваОЛАЕВНА;Ж;01.11.0109;1234567779000510;159-520-309 69;303;304
167661205;ИваБЫШЕВСКИЙ;ИваКСАНДР;ИваРЕЕВИЧ;М;01.01.2001;1234567728000392;047-917-971 08;301;301
167661206;ИваЯЕВА;ИваНА;ИваЕНЬЕВНА;Ж;01.08.2007;1234567796000353;010-219-152 76;306;314
167661207;ИваСУН;ИваИЭЛЬ;ИваГЕЕВИЧ;М;01.12.2020;1234567722000217;036-590-949 84;306;314
167661208;ИваАГЕЗЯН;ИваИЭЛЬ;ИваЕЕВИЧ;М;01.08.2017;1234567730000579;158-535-179 95;301;301
167661209;ИваО;ИваВЕЙ;ИваЕВИЧ;М;01.07.2016;1234567718000283;010-219-152 76;303;304
167661210;ИваНКО;ИваИД;ИваЕМОВИЧ;М;01.07.2017;1234567728000457;159-520-309 69;303;304
167661211;ИваВКИНА;ИваИНА;ИваКСАНДРОВНА;Ж;01.07.2017;1234567781000516;177-323-114 62;306;314
167661212;ИваИМОВА;Ива;ИваИЛЕВНА;Ж;01.06.2008;1234567788000566;066-151-089 49;301;301
167661213;ИваВОВА;ИваИМА;ИваИРЛАНОВНА;Ж;01.10.2009;1234567780000049;159-520-309 69;306;314
167661214;ИваГОРЬЕВА;Ива;ИваКСАНДРОВНА;Ж;01.09.2017;1234567795000507;047-917-971 08;306;314
167661215;ИваКИНА;ИваИЯ;ИваКСАНДРОВНА;Ж;01.01.2017;1234567797000341;047-917-971 08;306;314
167661216;ИваОМИНА;ИваТЕРИНА;ИваЕНЬЕВНА;Ж;01.07.0119;1234567779000096;011-478-976 52;306;314
167661217;ИваНОВИЧ;ИваСЛАВ;ИваКСЕЕВИЧ;М;01.06.2013;1234567738000140;112-114-169 82;301;301
167661218;ИваАШ;ИваГОРИЙ;ИваИСОВИЧ;М;01.01.2008;1234567730000128;140-848-794 83;306;314
167661219;ИваИН;ИваСЛАВ;ИваТОЛЬЕВИЧ;М;01.08.2010;1234567747001052;112-114-169 82;301;301
167661220;ИваАЛЮК;ИваИД;ИваРЕЕВИЧ;М;01.03.2011;1234567732000900;177-323-114 62;303;304
167661221;ИваОЕВ;ИваЁМ;ИваДИМИРОВИЧ;М;01.12.0113;1234567729000279;066-151-089 49;301;301
167661222;ИваСНОВА;ИваИЯ;ИваЛАНОВНА;Ж;01.02.2017;1234567793000700;066-151-089 49;303;304
167661223;ИваОВ;ИваИЛ;ИваГЕЕВИЧ;М;01.02.2008;1234567744000991;177-323-114 62;306;314
167661224;ИваОЖЕНСКАЯ;ИваТОРИЯ;ИваНИСЛАВОВНА;Ж;01.01.2013;1234567791001087;070-248-074 37;306;314
167661225;ИваАРЕНКО;ИваА;ИваЕРЬЕВНА;Ж;01.06.2012;1234567789000808;066-151-089 49;306;314
167661226;ИваИН;ИваН;ИваДИМИРОВИЧ;М;01.10.2017;1234567735000503;177-323-114 62;301;301
167661227;ИваАНЦЕВА;ИваА;ИваЕНЬЕВНА;Ж;01.12.2014;1234567796000942;070-248-074 37;306;314
167661228;ИваПЯН;ИваРАН;ИваЕНОВИЧ;М;01.02.2014;1234567723001110;177-323-114 62;306;314
167661229;ИваНИХИНА;ИваЕРА;ИваИЛЛОВНА;Ж;01.07.2014;1234567770001018;177-323-114 62;306;314
167661230;ИваЕВА;ИваА;ИваОЛАЕВНА;Ж;01.09.2014;1234567770000533;159-520-309 69;306;314
167661231;ИваТАНОВА;ИваКА;ИваИРЗЯНОВНА;Ж;01.11.2009;1234567793000464;159-520-309 69;303;304
167661232;ИваАМЕНКО;ИваИЯ;ИваКСЕЕВНА;Ж;01.05.2014;1234567795000263;159-520-309 69;306;314
167661233;ИваОВ;ИваЯ;ИваОЛАЕВИЧ;М;01.10.2008;1234567727000091;195-563-071 01;306;314
167661234;ИваИДКИН;ИваИЛ;ИваТРИЕВИЧ;М;01.08.2009;1234567724001180;195-563-071 01;306;314
167661235;ИваЧЕНКО;ИваЛЕТТА;ИваГЕЕВНА;Ж;01.12.2009;1234567774000385;195-563-071 01;306;314
167661236;ИваЧАНОВ;ИваДИСЛАВ;ИваГЕЕВИЧ;М;01.02.2009;1234567743001033;195-563-071 01;306;314
167661237;ИваЕКИН;ИваУР;ИваАРДОВИЧ;М;01.08.2022;1234567726000443;070-248-074 37;303;304
167661238;ИваИКОВ;ИваИЛ;ИваГОВИЧ;М;01.01.2009;1234567720000486;195-563-071 01;306;314
167661239;ИваАЯ;ИваНА;ИваДИСЛАВОВНА;Ж;01.11.2009;1234567793000290;195-563-071 01;306;314
167661240;ИваИН;ИваСТАНТИН;ИваСИМОВИЧ;М;01.06.2018;1234567746000115;070-248-074 37;306;314
167661241;ИваЗИ;ИваИНА;ИваИНИЧНА;Ж;01.02.2001;1234567780000142;070-248-074 37;306;314
167661242;ИваЫКАДЫРОВ;ИваИР-МЫРЗА;ИваТАМБЕКОВИЧ;М;01.06.2009;1234567721000605;070-248-074 37;306;314
167661243;ИваЦЕНКО;ИваОНИКА;ИваАЛЬЕВНА;Ж;01.03.2009;1234567774000657;070-248-074 37;306;314
167661244;ИваМОВА;ИваИНА;ИваРЕВНА;Ж;01.07.2009;1234567789000654;070-248-074 37;306;314
167661245;ИваЕНЧУК;ИваЁМ;ИваЕСЛАВОВИЧ;М;01.11.2008;1234567734000266;070-248-074 37;306;314
167661246;ИваИНЦЕВА;ИваНА;ИваИСОВНА;Ж;01.10.2009;1234567798000416;070-248-074 37;306;314
167661247;ИваЕВА;ИваЯНА;ИваСТАНТИНОВНА;Ж;01.01.2009;1234567783000423;070-248-074 37;306;314
167661248;ИваОЛОТА;ИваЯ;ИваАНОВНА;Ж;01.02.2009;1234567773000665;070-248-074 37;306;314
167661249;ИваГЕЛИДИ;ИваСИМ;ИваОНОВИЧ;М;01.11.2009;1234567746000389;070-248-074 37;306;314
167661250;ИваОНОВА;ИваНА;ИваКСЕЕВНА;Ж;01.10.0109;1234567779000520;070-248-074 37;306;314
167661251;ИваАЗАН;ИваИАННА;ИваТРИЕВНА;Ж;01.12.0114;1234567779000539;070-248-074 37;306;314
167661252;ИваЕГРОБ;ИваА;ИваНИСЛАВОВНА;Ж;01.06.2008;1234567771000420;159-520-309 69;306;314
167661253;ИваКО;ИваИСА;ИваСИМОВНА;Ж;01.03.2008;1234567781000599;159-520-309 69;301;301
167661254;ИваЕВОЗНЫЙ;ИваИИЛ;ИваДИМИРОВИЧ;М;01.01.2014;1234567725000127;070-248-074 37;306;314
